Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_multiplier,supply_multiplier,adjusted_ride_cost,profit_percentage
89,8,Suburban,Silver,18,3.83,Morning,0,121,407.5520588,1.0987654320987654,1.375,615.7306567364197,51.080246913580254
84,55,Suburban,Regular,1,4.47,Afternoon,0,146,487.3991192,1.037037037037037,0.6909090909090909,404.36075074370365,-17.037037037037045
50,8,Rural,Regular,25,3.8,Evening,1,13,89.61312852,1.25,1.375,154.02256464375,71.875
99,40,Urban,Gold,26,4.83,Evening,1,151,510.6580782,1.2222222222222223,0.95,592.9307685766667,16.11111111111111
21,9,Urban,Gold,91,4.82,Morning,0,47,171.6271186,0.525,1.2222222222222223,167.81318263111112,-2.2222222222222117
53,19,Suburban,Silver,54,3.84,Evening,0,132,520.5653406,1.325,2.0,1379.49815259,165.0
60,16,Urban,Gold,68,4.23,Night,0,108,458.0963268,1.5,2.375,1631.968164225,256.25
32,22,Suburban,Silver,9,4.68,Night,1,135,530.1491564,0.8,1.7272727272727273,732.569743389091,38.18181818181818
51,25,Rural,Regular,21,4.43,Evening,1,38,200.2582591,1.275,1.52,388.1005061358,93.8
22,5,Urban,Regular,75,4.39,Night,1,19,128.0167602,0.55,2.2,225.30949795200002,76.00000000000003
21,7,Rural,Regular,6,4.96,Afternoon,1,180,836.1164186,0.525,1.5714285714285714,1051.1177833828572,25.714285714285722
55,21,Rural,Silver,49,4.59,Morning,0,111,471.0890519,1.375,1.8095238095238095,1172.1144267511904,148.8095238095238
42,31,Rural,Gold,32,4.75,Night,0,12,50.64017558,1.05,1.2258064516129032,65.17880663361291,28.709677419354858
86,26,Rural,Silver,31,3.69,Afternoon,0,85,263.1611767,1.0617283950617284,1.4615384615384615,408.36216783266855,55.17568850902184
48,18,Rural,Silver,60,4.47,Afternoon,1,124,524.1655595,1.2,2.111111111111111,1327.8860840666666,153.33333333333334
82,65,Urban,Gold,43,4.8,Night,1,112,330.2265438,1.0123456790123457,0.5846153846153846,267.44273176888896,-19.012345679012324
63,48,Rural,Regular,88,4.09,Morning,0,70,212.7407519,1.575,0.7916666666666666,268.053347394,26.00000000000001
44,24,Urban,Regular,83,3.61,Night,0,13,48.92895254,1.1,1.5833333333333333,85.21792567383334,74.16666666666669
39,18,Suburban,Gold,78,4.21,Afternoon,0,165,734.395119,0.975,2.111111111111111,1511.629953275,105.83333333333331
23,7,Rural,Gold,98,4.35,Morning,0,76,281.3395023,0.575,1.5714285714285714,353.68394574857143,25.71428571428572
31,7,Rural,Silver,27,4.73,Morning,1,141,476.2898578,0.775,1.5714285714285714,598.7643926628572,25.714285714285722
44,7,Rural,Regular,55,3.66,Night,1,103,490.3421583,1.1,1.5714285714285714,847.5914450614285,72.85714285714285
23,5,Urban,Gold,92,3.71,Night,0,105,363.4447759,0.575,2.2,639.6628055840001,76.00000000000003
63,46,Urban,Silver,36,4.59,Morning,0,18,49.83993576,1.575,0.8260869565217391,64.8460903312174,30.108695652173918
25,15,Urban,Gold,15,4.18,Morning,1,176,516.829559,0.625,2.533333333333333,1047.4412395733334,102.66666666666669
27,11,Rural,Regular,1,4.34,Night,0,99,262.6864664,0.675,1.0,210.14917312,-19.99999999999999
57,28,Urban,Gold,27,4.58,Afternoon,0,107,423.5098574,1.425,1.3571428571428572,819.0378135075001,93.39285714285718
83,26,Suburban,Gold,77,3.62,Night,1,74,373.9756358,1.0246913580246915,1.4615384615384615,560.0755723234569,49.76258309591644
80,5,Suburban,Regular,53,3.67,Evening,1,48,184.2429447,2.0,2.2,810.6689566800001,340.00000000000006
50,40,Rural,Silver,61,4.7,Evening,1,73,319.1109829,1.25,0.95,378.94429219375,18.75
84,8,Rural,Gold,21,4.63,Night,0,172,549.2008068,1.037037037037037,1.375,783.1196689555555,42.59259259259259
90,54,Rural,Regular,1,3.59,Afternoon,1,87,427.8571629,1.1111111111111112,0.7037037037037037,380.31747813333334,-11.111111111111107
28,9,Urban,Silver,68,4.82,Evening,1,43,164.3163905,0.7,1.2222222222222223,160.66491515555558,-2.2222222222222165
97,64,Rural,Silver,62,3.52,Morning,1,152,638.1340202,1.1975308641975309,0.59375,611.3481477471605,-4.19753086419753
99,22,Suburban,Silver,7,4.4,Morning,0,39,131.4435872,1.2222222222222223,1.7272727272727273,277.4920174222222,111.1111111111111
96,53,Rural,Regular,58,4.28,Afternoon,0,21,55.6373708,1.1851851851851851,0.7169811320754716,52.752470091851855,-5.185185185185179
88,69,Rural,Gold,89,3.6,Evening,1,107,467.9274949,1.0864197530864197,0.5507246376811594,406.69253877728397,-13.086419753086414
53,17,Rural,Silver,78,4.03,Afternoon,1,26,120.2471929,1.325,2.235294117647059,356.14389191264706,196.17647058823528
28,14,Rural,Silver,77,3.58,Afternoon,0,98,374.6551828,0.7,2.7142857142857144,813.5369683657143,117.14285714285717
59,21,Rural,Regular,97,3.6,Afternoon,1,67,269.4441402,1.475,1.8095238095238095,719.1592408671429,166.90476190476193
50,27,Suburban,Gold,100,4.22,Morning,1,173,685.6696936,1.25,1.4074074074074074,1206.2707572592592,75.92592592592592
89,8,Urban,Gold,40,3.59,Morning,1,151,528.0024896,1.0987654320987654,1.375,797.7074649975308,51.08024691358024
83,34,Urban,Silver,96,4.71,Evening,1,176,812.0729939,1.0246913580246915,1.1176470588235294,930.0211411621643,14.524328249818467
73,14,Urban,Gold,28,4.31,Evening,0,29,118.9730584,1.825,2.7142857142857144,589.34154286,395.3571428571429
76,35,Suburban,Regular,8,4.89,Afternoon,1,138,406.5899108,1.9,1.0857142857142856,838.7369017074285,106.28571428571428
56,35,Rural,Silver,33,3.97,Morning,0,47,134.7758295,1.4,1.0857142857142856,204.85926083999996,51.99999999999999
40,20,Rural,Regular,11,4.4,Afternoon,0,83,343.79852,1.0,1.9,653.217188,89.99999999999999
27,6,Urban,Silver,92,3.73,Night,1,125,460.2837625,0.675,1.8333333333333333,675.0828516666668,46.666666666666686
32,7,Urban,Regular,79,4.05,Morning,0,83,306.3904612,0.8,1.5714285714285714,385.1765797942857,25.71428571428571
48,24,Urban,Silver,35,4.2,Night,1,51,251.4211394,1.2,1.5833333333333333,477.70016486,90.0
71,41,Urban,Gold,31,3.81,Afternoon,1,140,614.6367132,1.775,0.926829268292683,1011.1523489107317,64.51219512195121
53,6,Rural,Silver,74,4.12,Night,0,76,231.1651668,1.325,1.8333333333333333,561.538717685,142.91666666666666
87,44,Rural,Silver,61,3.87,Evening,1,16,117.7636645,1.0740740740740742,0.8636363636363636,109.23868542003368,-7.239057239057238
36,16,Urban,Regular,82,4.62,Afternoon,1,72,253.4912438,0.9,2.375,541.8375336225,113.75
39,20,Rural,Gold,71,4.11,Morning,0,111,404.5983992,0.975,1.9,749.5185345179999,85.24999999999997
91,81,Rural,Gold,15,4.68,Evening,1,20,135.1772701,1.123456790123457,0.4691358024691358,121.49265757135804,-10.12345679012344
31,18,Urban,Regular,46,4.86,Night,0,128,360.8585507,0.775,2.111111111111111,609.449996737778,68.88888888888893
94,67,Suburban,Silver,34,4.64,Night,1,64,231.3263185,1.1604938271604939,0.5671641791044776,214.76221174320992,-7.160493827160481
83,18,Urban,Gold,12,4.98,Morning,0,81,286.4092944,1.0246913580246915,2.111111111111111,619.5712719736626,116.32373113854597
34,9,Urban,Silver,65,4.69,Afternoon,1,107,508.7118175,0.85,1.2222222222222223,528.4950548472223,3.888888888888898
32,6,Rural,Gold,75,4.47,Morning,1,154,721.7212691,0.8,1.8333333333333333,1058.5245280133333,46.66666666666667
22,7,Urban,Gold,15,3.53,Evening,1,180,552.2693747,0.55,1.5714285714285714,694.281499622857,25.714285714285705
49,20,Rural,Silver,52,4.74,Afternoon,1,162,510.6268914,1.225,1.9,1188.4840897335,132.75
61,38,Urban,Silver,95,3.5,Night,0,164,415.9794524,1.525,1.0,634.36866491,52.49999999999999
21,9,Urban,Gold,48,4.4,Afternoon,1,152,660.059708,0.525,1.2222222222222223,645.391714488889,-2.2222222222222108
40,18,Urban,Silver,16,4.59,Afternoon,1,157,644.0445755,1.0,2.111111111111111,1359.6496593888887,111.1111111111111
22,6,Urban,Silver,82,4.3,Morning,1,172,710.8843138,0.55,1.8333333333333333,1042.6303269066668,46.66666666666669
34,11,Suburban,Gold,66,4.59,Morning,0,134,478.2001536,0.85,1.0,406.47013056000003,-14.999999999999996
56,31,Rural,Silver,9,4.79,Afternoon,1,167,744.4180992,1.4,1.2258064516129032,1277.517512175484,71.61290322580646
93,36,Urban,Gold,60,4.63,Afternoon,0,111,478.7697584,1.1481481481481481,1.0555555555555556,580.2374232460905,21.193415637860085
38,9,Suburban,Gold,57,4.26,Morning,1,16,104.0560727,0.95,1.2222222222222223,120.82066219055557,16.11111111111112
76,26,Suburban,Silver,74,4.18,Evening,1,159,486.1839276,1.9,1.4615384615384615,1350.0953681815383,177.69230769230765
47,24,Suburban,Silver,11,3.62,Night,1,148,657.0936874,1.175,1.5833333333333333,1222.4680476004166,86.04166666666666
64,10,Urban,Silver,62,4.98,Evening,0,38,96.30074138,1.6,1.1,169.48930482880004,76.00000000000003
56,10,Rural,Gold,28,3.8,Afternoon,0,144,609.9082747,1.4,1.1,939.258743038,54.0
44,25,Rural,Silver,32,4.43,Night,1,154,502.1012063,1.1,1.52,839.5132169336001,67.20000000000003
34,6,Rural,Regular,11,3.75,Morning,0,179,465.7190585,0.85,1.8333333333333333,725.7455328291666,55.8333333333333
45,18,Suburban,Silver,70,3.84,Night,0,122,308.4359179,1.125,2.111111111111111,732.5353050125,137.5
31,7,Rural,Regular,22,4.88,Afternoon,1,172,806.0212702,0.775,1.5714285714285714,1013.2838825371429,25.71428571428571
95,28,Rural,Regular,34,4.48,Evening,0,163,576.967572,1.1728395061728396,1.3571428571428572,918.3654915873018,59.171075837742535
82,59,Rural,Regular,39,3.5,Night,1,67,284.2944207,1.0123456790123457,0.6440677966101694,230.2433826903704,-19.012345679012334
95,38,Urban,Silver,39,3.71,Afternoon,1,97,478.3662772,1.1728395061728396,1.0,561.0468683209878,17.28395061728397
27,12,Suburban,Silver,1,4.93,Evening,0,41,119.4824,0.675,3.1666666666666665,302.68874666666665,153.33333333333331
94,23,Suburban,Regular,71,4.15,Night,1,154,532.5097779,1.1604938271604939,1.6521739130434783,1021.0010341700483,91.7337627482555
66,15,Urban,Silver,88,4.21,Evening,1,65,291.9008795,1.65,2.533333333333333,1220.1456763099998,318.0
40,6,Rural,Gold,37,4.75,Afternoon,1,148,707.8553932,1.0,1.8333333333333333,1297.7348875333332,83.33333333333333
56,27,Suburban,Silver,62,4.74,Evening,1,129,435.7154538,1.4,1.4074074074074074,858.5208200799999,97.03703703703702
54,6,Suburban,Gold,48,4.26,Morning,0,154,504.0841142,1.35,1.8333333333333333,1247.608182645,147.5
46,15,Suburban,Silver,96,4.69,Morning,1,116,497.3770093,1.15,2.533333333333333,1449.0250204273332,191.3333333333333
65,16,Suburban,Silver,82,3.62,Evening,1,146,460.8002859,1.625,2.375,1778.4011033953125,285.93749999999994
96,48,Urban,Gold,11,4.19,Night,0,79,272.4960776,1.1851851851851851,0.7916666666666666,258.36665135407407,-5.185185185185181
47,9,Suburban,Gold,88,4.06,Night,0,93,246.9535423,1.175,1.2222222222222223,354.65272602527784,43.611111111111136
20,7,Urban,Silver,55,4.43,Night,0,153,482.7422075,0.5,1.5714285714285714,606.875918,25.714285714285705
94,57,Suburban,Regular,13,4.04,Afternoon,0,60,205.4957596,1.1604938271604939,0.6666666666666666,190.78124841876547,-7.16049382716048
52,30,Suburban,Silver,25,3.67,Night,0,142,531.6062153,1.3,1.2666666666666666,875.3782345273335,64.66666666666669
71,6,Suburban,Gold,48,4.05,Afternoon,0,157,550.9983737,1.775,1.8333333333333333,1793.040541082083,225.41666666666663
46,8,Rural,Gold,39,3.97,Evening,1,123,396.9586998,1.15,1.375,627.6909440587499,58.124999999999986
53,40,Urban,Regular,13,3.79,Night,0,118,318.2115758,1.325,0.95,400.5488210382499,25.874999999999975
26,11,Urban,Regular,97,3.64,Morning,0,141,427.0550612,0.65,1.0,341.64404896,-20.0
100,46,Suburban,Gold,74,3.74,Afternoon,0,171,448.3128535,1.2345679012345678,0.8260869565217391,457.2165440955448,1.986044015029515
74,38,Urban,Regular,95,5.0,Evening,0,167,455.4083399,1.85,1.0,842.5054288150001,85.00000000000001
53,5,Rural,Gold,100,4.46,Night,1,33,179.1708197,1.325,2.2,522.2829394255,191.49999999999997
75,63,Urban,Gold,24,4.18,Afternoon,0,29,104.1858826,1.875,0.6031746031746031,156.2788239,49.99999999999999
44,9,Suburban,Regular,54,4.2,Morning,1,13,91.67748869,1.1,1.2222222222222223,123.25529034988891,34.444444444444464
76,60,Suburban,Regular,81,3.6,Evening,1,72,264.0857364,1.9,0.6333333333333333,401.41031932799996,52.0
88,18,Suburban,Silver,80,4.83,Evening,0,109,424.6569323,1.0864197530864197,2.111111111111111,973.9731012422496,129.35528120713306
54,35,Rural,Gold,95,4.98,Evening,1,61,218.9504185,1.35,1.0857142857142856,320.9187562585715,46.571428571428584
49,30,Urban,Regular,7,3.97,Afternoon,1,77,248.1703336,1.225,1.2666666666666666,385.0776343026667,55.166666666666686
25,8,Urban,Silver,11,4.0,Afternoon,0,109,422.4367392,0.625,1.375,464.68041312,10.000000000000012
36,18,Suburban,Gold,15,4.21,Afternoon,0,86,280.5240757,0.9,2.111111111111111,532.99574383,89.99999999999999
42,25,Suburban,Silver,44,4.99,Morning,1,122,565.9834811,1.05,1.52,903.3096358355999,59.599999999999994
29,14,Rural,Gold,2,4.69,Night,1,180,828.2131346,0.725,2.7142857142857144,1798.4056637028573,117.14285714285717
52,16,Urban,Silver,63,4.13,Morning,0,49,132.8468058,1.3,2.375,410.1645129075,208.75000000000003
37,6,Rural,Gold,59,4.73,Evening,0,20,86.17345484,0.925,1.8333333333333333,146.13581716616667,69.58333333333333
91,17,Rural,Gold,21,4.84,Afternoon,1,149,545.3868063,1.123456790123457,2.235294117647059,1369.6060829233115,151.12563543936093
29,8,Rural,Silver,79,4.26,Morning,1,133,531.0619846,0.725,1.375,584.16818306,10.000000000000018
62,45,Rural,Regular,87,4.74,Afternoon,1,20,108.6023565,1.55,0.8444444444444444,142.14841773,30.888888888888893
69,7,Urban,Regular,51,4.56,Afternoon,1,103,462.6630441,1.725,1.5714285714285714,1254.1473231139287,171.0714285714286
32,14,Suburban,Silver,80,3.56,Afternoon,1,80,254.9510771,0.8,2.7142857142857144,553.6080531314286,117.14285714285715
78,31,Urban,Gold,6,3.78,Evening,1,64,271.012665,1.95,1.2258064516129032,647.8076927903226,139.0322580645161
53,10,Rural,Silver,10,3.58,Evening,0,168,424.4884285,1.325,1.1,618.6918845387501,45.750000000000014
60,50,Suburban,Silver,54,4.57,Afternoon,1,38,151.7772865,1.5,0.76,182.13274380000004,20.000000000000025
97,58,Urban,Gold,1,4.11,Morning,1,83,383.0749064,1.1975308641975309,0.6551724137931034,366.9952189708642,-4.197530864197527
87,77,Urban,Gold,12,3.56,Night,1,11,97.78450586,1.0740740740740742,0.4935064935064935,84.02224207229631,-14.074074074074058
74,20,Rural,Silver,68,4.36,Night,0,32,119.5940733,1.85,1.9,420.37316764950003,251.5
90,58,Urban,Gold,1,4.7,Afternoon,1,21,126.5727707,1.1111111111111112,0.6551724137931034,112.50912951111113,-11.111111111111104
21,8,Rural,Regular,69,4.24,Afternoon,1,176,829.5343799,0.525,1.375,912.4878178900001,10.000000000000012
70,35,Urban,Silver,35,4.9,Night,1,108,418.8153495,1.75,1.0857142857142856,795.74916405,89.99999999999999
37,7,Suburban,Regular,1,3.92,Evening,0,62,233.2131028,0.925,1.5714285714285714,338.9919029985714,45.35714285714284
30,11,Rural,Gold,93,3.56,Night,1,155,701.1414725,0.75,1.0,560.913178,-19.999999999999993
64,22,Urban,Regular,26,4.24,Evening,1,115,388.7296675,1.6,1.7272727272727273,1074.3074447272727,176.36363636363635
40,23,Urban,Silver,6,3.96,Night,0,178,528.6080729,1.0,1.6521739130434783,873.3524682695653,65.21739130434784
28,18,Urban,Gold,100,3.62,Afternoon,1,92,382.0384386,0.7,2.111111111111111,645.2204740800001,68.88888888888893
85,19,Rural,Gold,17,3.69,Morning,0,164,587.3312643,1.0493827160493827,2.0,1232.6705547037038,109.87654320987654
92,77,Urban,Gold,100,4.26,Night,0,47,167.7398193,1.1358024691358024,0.4935064935064935,152.41544074666666,-9.135802469135802
93,56,Suburban,Regular,56,4.65,Evening,1,86,304.8360145,1.1481481481481481,0.6785714285714286,279.9975244296296,-8.148148148148149
36,25,Rural,Regular,26,3.57,Afternoon,0,122,354.154098,0.9,1.52,484.482806064,36.800000000000004
94,50,Suburban,Regular,88,4.95,Night,1,49,250.4603273,1.1604938271604939,0.76,232.52613102419755,-7.16049382716048
27,8,Rural,Gold,48,4.18,Afternoon,0,167,495.2197782,0.675,1.375,544.74175602,10.000000000000004
86,41,Rural,Regular,96,4.5,Morning,1,68,301.5483736,1.0617283950617284,0.926829268292683,296.7359484868413,-1.5959048479373616
22,11,Rural,Regular,39,4.63,Evening,0,101,433.0345436,0.55,1.0,346.42763488,-19.999999999999996
95,56,Rural,Silver,86,3.79,Morning,1,147,671.4712089,1.1728395061728396,0.6785714285714286,630.0223688444445,-6.172839506172829
99,89,Urban,Silver,63,4.84,Afternoon,0,16,49.71329086,1.2222222222222223,0.42696629213483145,48.608551063111115,-2.222222222222216
22,8,Rural,Regular,4,4.84,Morning,0,122,408.12977,0.55,1.375,448.94274700000005,10.000000000000012
100,85,Suburban,Silver,59,4.46,Evening,0,110,329.4837131,1.2345679012345678,0.4470588235294118,325.4160129382716,-1.2345679012345683
61,38,Rural,Silver,100,4.34,Evening,1,78,383.3178042,1.525,1.0,584.559651405,52.49999999999998
33,18,Suburban,Gold,7,4.01,Night,0,105,313.068157,0.825,2.111111111111111,545.2603734416666,74.16666666666666
39,22,Rural,Gold,63,3.87,Evening,1,170,706.6896359,0.975,1.7272727272727273,1190.1295913679546,68.40909090909092
37,5,Urban,Silver,75,3.88,Evening,1,26,142.6153122,0.925,2.2,290.22216032700004,103.50000000000001
95,53,Suburban,Silver,6,4.01,Afternoon,1,158,708.8224028,1.1728395061728396,0.7169811320754716,665.0679334913581,-6.172839506172827
28,6,Suburban,Gold,54,4.03,Afternoon,1,168,593.065918,0.7,1.8333333333333333,869.8300130666668,46.66666666666668
66,17,Urban,Gold,84,4.47,Night,0,139,604.3834015,1.65,2.235294117647059,2229.1081925911762,268.8235294117647
60,11,Suburban,Gold,18,4.29,Evening,0,26,100.2582627,1.5,1.0,150.38739405,50.000000000000014
94,34,Suburban,Gold,99,4.54,Afternoon,1,155,685.7612505,1.1604938271604939,1.1176470588235294,889.4477802418301,29.702251270878726
63,12,Urban,Silver,54,4.47,Evening,1,140,446.4130123,1.575,3.1666666666666665,2226.48489884625,398.75
38,8,Suburban,Silver,59,4.44,Night,1,75,291.1079368,0.95,1.375,380.259742445,30.624999999999993
35,21,Suburban,Silver,13,4.14,Morning,1,36,193.6423939,0.875,1.8095238095238095,306.6004570083333,58.333333333333314
83,64,Suburban,Gold,78,4.01,Evening,0,109,304.52613,1.0246913580246915,0.59375,249.63623496296302,-18.02469135802468
62,14,Rural,Silver,33,4.23,Morning,1,85,386.8349333,1.55,2.7142857142857144,1627.4698265264285,320.7142857142857
88,48,Urban,Gold,52,4.52,Night,0,92,230.8325858,1.0864197530864197,0.7916666666666666,200.62486469530864,-13.086419753086421
68,11,Rural,Silver,89,3.66,Evening,0,93,333.9106727,1.7,1.0,567.64814359,70.0
84,64,Urban,Regular,34,4.13,Evening,1,99,353.8098039,1.037037037037037,0.59375,293.53109656888887,-17.03703703703705
40,10,Urban,Regular,60,3.87,Night,1,79,293.1981343,1.0,1.1,322.51794773,10.000000000000004
93,20,Urban,Regular,38,4.78,Afternoon,1,144,447.0830688,1.1481481481481481,1.9,975.3034352711111,118.14814814814815
57,44,Urban,Gold,78,3.53,Evening,0,153,584.888885,1.425,0.8636363636363636,719.8121164261363,23.068181818181817
67,16,Suburban,Gold,24,4.52,Evening,1,150,488.1872512,1.675,2.375,1942.06990868,297.8125
68,16,Urban,Silver,91,4.49,Night,0,77,246.7577555,1.7,2.375,996.2844378312499,303.74999999999994
38,22,Urban,Gold,60,3.6,Morning,1,104,312.1731588,0.95,1.7272727272727273,512.2477742127272,64.09090909090907
49,28,Urban,Silver,61,3.9,Evening,1,172,576.2811193,1.225,1.3571428571428572,958.06736083625,66.25000000000001
98,59,Urban,Regular,55,4.6,Morning,0,100,381.3912054,1.2098765432098766,0.6440677966101694,369.14901856,-3.2098765432098735
47,9,Suburban,Gold,38,4.06,Morning,0,141,543.7702542,1.175,1.2222222222222223,780.9145039483334,43.611111111111136
27,11,Urban,Regular,97,4.78,Evening,1,137,472.5224038,0.675,1.0,378.01792304,-19.999999999999996
59,29,Urban,Regular,68,4.4,Night,1,88,286.0589701,1.475,1.3103448275862069,552.8829404863793,93.27586206896551
56,20,Urban,Regular,74,4.05,Evening,0,25,88.95619552,1.4,1.9,236.62348008319995,165.99999999999997
50,39,Urban,Gold,62,3.95,Morning,1,135,646.9811779,1.25,0.9743589743589743,787.9898961602564,21.79487179487179
93,37,Urban,Gold,37,4.75,Night,0,76,292.9246564,1.1481481481481481,1.027027027027027,345.41065589509503,17.917917917917894
46,22,Rural,Regular,97,3.51,Morning,0,100,395.7698468,1.15,1.7272727272727273,786.1428320527273,98.63636363636364
56,19,Suburban,Silver,16,4.46,Evening,1,86,279.6798101,1.4,2.0,783.1034682799999,179.99999999999997
37,16,Suburban,Gold,8,4.5,Evening,0,46,192.5029774,0.925,2.375,422.90497847562494,119.68749999999999
85,58,Urban,Regular,85,4.1,Night,1,92,351.7702933,1.0493827160493827,0.6551724137931034,295.3133326469136,-16.049382716049383
27,7,Urban,Regular,89,3.6,Morning,1,120,555.4019371,0.675,1.5714285714285714,698.2195780685715,25.714285714285722
44,16,Rural,Silver,31,3.96,Night,1,122,395.378157,1.1,2.375,1032.9254351625,161.25
75,51,Suburban,Regular,68,3.65,Afternoon,1,66,261.5103068,1.875,0.7450980392156863,392.2654602,49.999999999999986
21,11,Urban,Gold,46,3.84,Morning,0,103,397.5648404,0.525,1.0,318.05187232000003,-19.999999999999986
42,29,Suburban,Silver,67,4.59,Morning,1,153,735.2764383,1.05,1.3103448275862069,1011.6389616610345,37.58620689655173
25,15,Suburban,Silver,100,4.9,Night,1,94,289.4570095,0.625,2.533333333333333,586.6328725866667,102.66666666666666
67,46,Suburban,Regular,92,4.72,Morning,0,32,97.67500136,1.675,0.8260869565217391,135.15247470791303,38.36956521739129
29,6,Suburban,Silver,24,4.37,Afternoon,0,50,197.4639216,0.725,1.8333333333333333,289.61375168,46.66666666666668
100,70,Urban,Gold,42,4.9,Night,1,167,762.8822843,1.2345679012345678,0.5428571428571428,753.4639844938272,-1.2345679012345698
37,10,Suburban,Gold,27,4.26,Afternoon,0,143,512.4493927,0.925,1.1,521.41725707225,1.750000000000001
31,14,Urban,Gold,37,4.3,Night,1,103,484.4661864,0.775,2.7142857142857144,1051.98371904,117.14285714285717
49,12,Suburban,Silver,30,4.37,Afternoon,1,84,353.0184088,1.225,3.1666666666666665,1369.4172441366666,287.9166666666667
42,19,Rural,Regular,56,4.84,Evening,1,144,539.7316715,1.05,2.0,1133.43651015,110.00000000000003
61,5,Rural,Regular,48,4.15,Morning,0,29,114.1636548,1.525,2.2,383.01906185400003,235.5
24,7,Suburban,Gold,85,4.36,Night,0,169,521.408046,0.6,1.5714285714285714,655.4844006857143,25.714285714285705
20,10,Rural,Regular,18,4.28,Evening,1,123,450.3878805,0.5,1.1,396.34133484000006,-11.999999999999986
22,9,Urban,Silver,36,4.51,Evening,1,10,82.69156896,0.55,1.2222222222222223,80.85397853866667,-2.2222222222222197
98,87,Suburban,Regular,59,4.26,Afternoon,0,13,34.57409278,1.2098765432098766,0.4367816091954023,33.464307085827166,-3.209876543209864
30,14,Urban,Silver,64,4.45,Afternoon,0,147,535.1718879,0.75,2.7142857142857144,1162.0875280114287,117.14285714285717
32,13,Urban,Regular,75,4.56,Evening,1,111,333.4011668,0.8,2.923076923076923,779.64580544,133.84615384615387
22,12,Urban,Silver,49,4.88,Night,1,35,179.8388199,0.55,3.1666666666666665,455.59167708,153.33333333333331
62,8,Urban,Silver,13,4.2,Night,1,65,241.9912178,1.55,1.375,515.74378293625,113.12500000000003
51,27,Urban,Gold,8,4.31,Night,0,92,369.3803924,1.275,1.4074074074074074,662.8325930288888,79.44444444444443
85,74,Suburban,Regular,82,3.92,Evening,1,177,704.3001292,1.0493827160493827,0.5135135135135135,591.2643059950618,-16.049382716049372
28,9,Urban,Silver,26,3.95,Night,1,114,466.9720738,0.7,1.2222222222222223,456.59491660444445,-2.222222222222216
93,70,Suburban,Silver,21,3.81,Evening,0,12,41.12164472,1.1481481481481481,0.5428571428571428,37.77099218725926,-8.148148148148143
36,9,Suburban,Silver,53,4.46,Night,1,127,404.0297998,0.9,1.2222222222222223,444.43277978000003,10.000000000000014
80,22,Rural,Gold,17,4.4,Morning,0,141,423.754418,2.0,1.7272727272727273,1463.8788985454546,245.45454545454547
60,24,Rural,Regular,18,4.16,Morning,1,45,165.7246625,1.5,1.5833333333333333,393.59607343749997,137.5
97,45,Urban,Silver,90,3.71,Morning,1,151,578.8213878,1.1975308641975309,0.8444444444444444,585.3321359206585,1.124828532235949
53,14,Suburban,Silver,24,3.99,Afternoon,1,161,707.4493979,1.325,2.7142857142857144,2544.2912274475,259.6428571428572
79,22,Rural,Silver,53,3.96,Evening,1,126,542.809573,1.975,1.7272727272727273,1851.720838802273,241.13636363636365
44,24,Urban,Silver,55,4.08,Afternoon,1,137,513.9900767,1.1,1.5833333333333333,895.1993835858334,74.16666666666667
34,12,Suburban,Regular,3,4.83,Night,1,62,298.35562,0.85,3.1666666666666665,803.0738771666665,169.16666666666663
55,12,Urban,Silver,96,4.66,Morning,1,48,183.2701657,1.375,3.1666666666666665,797.9888464854166,335.41666666666663
49,29,Suburban,Regular,35,4.8,Evening,1,160,468.3069202,1.225,1.3103448275862069,751.7133494934483,60.51724137931035
72,54,Rural,Regular,68,3.85,Afternoon,0,74,220.4983368,1.8,0.7037037037037037,317.51760499200003,44.000000000000014
72,27,Urban,Gold,76,3.97,Morning,1,70,265.9466151,1.8,1.4074074074074074,673.73142492,153.33333333333337
99,6,Suburban,Gold,49,4.32,Afternoon,0,113,311.4894374,1.2222222222222223,1.8333333333333333,697.9670726925926,124.07407407407409
21,10,Rural,Regular,22,4.42,Morning,0,151,647.8477765,0.525,1.1,570.10604332,-11.999999999999996
50,25,Urban,Silver,89,4.74,Afternoon,0,107,383.914142,1.25,1.52,729.4368698000001,90.0
61,35,Rural,Silver,4,4.77,Morning,1,115,557.9161858,1.525,1.0857142857142856,923.7497990602856,65.57142857142854
24,5,Rural,Silver,57,4.96,Night,1,70,228.7960084,0.6,2.2,402.68097478400006,76.00000000000003
31,17,Rural,Silver,71,4.46,Evening,1,55,237.7686221,0.775,2.235294117647059,425.1862418729412,78.82352941176472
35,20,Suburban,Regular,62,3.55,Afternoon,0,117,297.0874039,0.875,1.9,493.90780898375,66.24999999999997
74,30,Urban,Regular,97,3.9,Evening,0,179,794.3231511,1.85,1.2666666666666666,1861.363917411,134.33333333333331
94,61,Urban,Regular,12,4.95,Evening,1,133,563.8497972,1.1604938271604939,0.6229508196721312,523.4753672770371,-7.160493827160486
44,11,Rural,Silver,31,3.92,Afternoon,1,110,339.2870735,1.1,1.0,373.21578085000004,10.000000000000005
